Output,thumb0_X,thumb0_Y,thumb0_Z,thumb1_X,thumb1_Y,thumb1_Z,thumb2_X,thumb2_Y,thumb2_Z,thumb3_X,thumb3_Y,thumb3_Z,index1_X,index1_Y,index1_Z,index2_X,index2_Y,index2_Z,index3_X,index3_Y,index3_Z,middle1_X,middle1_Y,middle1_Z,middle2_X,middle2_Y,middle2_Z,middle3_X,middle3_Y,middle3_Z,ring1_X,ring1_Y,ring1_Z,ring2_X,ring2_Y,ring2_Z,ring3_X,ring3_Y,ring3_Z,pinky0_X,pinky0_Y,pinky0_Z,pinky1_X,pinky1_Y,pinky1_Z,pinky2_X,pinky2_Y,pinky2_Z,pinky3_X,pinky3_Y,pinky3_Z,roothand_X,roothand_Y,roothand_Z,roothand_RotateX,roothand_RotateY,roothand_RotateZ,thumb0_RotateX,thumb0_RotateY,thumb0_RotateZ,thumb1_RotateX,thumb1_RotateY,thumb1_RotateZ,thumb2_RotateX,thumb2_RotateY,thumb2_RotateZ,thumb3_RotateX,thumb3_RotateY,thumb3_RotateZ,index1_RotateX,index1_RotateY,index1_RotateZ,index2_RotateX,index2_RotateY,index2_RotateZ,index3_RotateX,index3_RotateY,index3_RotateZ,middle1_RotateX,middle1_RotateY,middle1_RotateZ,middle2_RotateX,middle2_RotateY,middle2_RotateZ,middle3_RotateX,middle3_RotateY,middle3_RotateZ,ring1_RotateX,ring1_RotateY,ring1_RotateZ,ring2_RotateX,ring2_RotateY,ring2_RotateZ,ring3_RotateX,ring3_RotateY,ring3_RotateZ,pinky0_RotateX,pinky0_RotateY,pinky0_RotateZ,pinky1_RotateX,pinky1_RotateY,pinky1_RotateZ,pinky2_RotateX,pinky2_RotateY,pinky2_RotateZ,pinky3_RotateX,pinky3_RotateY,pinky3_RotateZ,
65,-0.01790345,-0.01810217,0.003336543,-0.04060076,-0.02878273,0.004194323,-0.06260374,-0.05312037,0.005514607,-0.08573525,-0.07745695,0.0116333,-0.06068653,-0.05697691,0.05559104,-0.07474624,-0.0879308,0.07323719,-0.07988101,-0.1117889,0.07061282,-0.04032294,-0.05895126,0.06511061,-0.05231841,-0.09855616,0.07803639,-0.05254498,-0.1180519,0.05818694,-0.01977551,-0.06296635,0.06342268,-0.02832067,-0.09929466,0.07600424,-0.03230256,-0.1172885,0.056495,0.007433623,-0.03384721,0.02476481,0.000826776,-0.06667626,0.0564537,-0.004168272,-0.09462607,0.06896149,-0.01023617,-0.108552,0.05517607,0,0,0,344.629,251.8339,321.9058,358.1022,183.0562,334.8021,20.90984,158.4831,307.4915,21.06282,171.7552,310.1699,21.86963,158.5869,314.1126,347.5205,249.1296,304.1406,346.5778,252.0553,267.8643,349.5648,253.4926,250.2166,347.6115,256.6972,290.7208,347.6525,258.2392,225.8311,354.2359,263.3979,189.3845,348.4292,265.0938,289.685,347.8145,270.2824,223.3089,348.842,274.3569,180.2373,338.5292,281.7368,310.078,347.2675,276.194,292.5457,350.7447,285.092,223.4589,348.3562,289.9272,185.4382,
66,-0.01934415,-0.004905701,0.0161584,-0.04261805,-0.01004148,0.02402762,-0.05820642,-0.02479768,0.04887629,-0.07261276,-0.0341084,0.07838124,-0.07102244,0.02621484,0.06548417,-0.08910197,0.02212477,0.09900433,-0.09549308,0.009553432,0.1190934,-0.05224124,0.03644085,0.07268751,-0.07064818,0.03547287,0.1119274,-0.07609293,0.0182929,0.1331247,-0.03195982,0.03552055,0.07807127,-0.04638869,0.03746772,0.1146646,-0.0535699,0.022048,0.135423,0.00190115,0.01218057,0.04077014,-0.01091903,0.02978158,0.08140796,-0.02050012,0.03212166,0.1108242,-0.02632564,0.02128482,0.1272381,0,0,0,16.26821,242.2897,24.98314,67.73208,167.9812,327.317,50.61287,95.68364,225.0882,62.5424,97.04911,216.2756,50.65935,96.83196,218.6515,21.97375,239.1756,353.388,19.17337,240.3848,327.1626,19.33768,243.9889,318.402,14.39946,244.5408,358.679,13.04942,245.1114,320.6657,8.191078,249.435,306.4233,7.074361,248.8325,2.855571,2.425264,249.2136,324.8956,358.8733,248.0191,302.1786,347.7329,247.3412,22.99782,356.5065,251.6947,4.333316,350.1639,256.6524,327.5773,346.6734,252.2234,311.9608,
67,-0.02033083,0.002867222,0.01542053,-0.04434158,0.003700733,0.02268445,-0.0604858,-0.0006537437,0.05094397,-0.07346562,0.001948357,0.08240071,-0.06766149,0.0541451,0.05009821,-0.07923765,0.04646993,0.08579531,-0.08023384,0.02922297,0.103231,-0.0476836,0.06313944,0.05550033,-0.0634755,0.06029415,0.09577486,-0.06556457,0.03799844,0.1122876,-0.02797844,0.06084251,0.06239948,-0.0417552,0.05225468,0.09828141,-0.04400575,0.02638531,0.1050594,0.002697051,0.0230155,0.03573805,-0.008246303,0.05328417,0.06874773,-0.02202953,0.04225731,0.09426269,-0.02602856,0.02221346,0.09600839,0,0,0,15.60518,244.7433,44.63705,83.78149,214.5805,17.84796,55.93924,71.67574,193.6963,65.70978,57.82291,169.3185,56.42609,73.44281,185.8983,19.49775,247.8799,347.7274,16.83518,249.3428,312.7659,17.83542,252.7663,304.6788,11.81973,247.8009,356.1555,10.47791,248.4462,305.4203,6.697615,254.5443,284.2251,5.092688,247.8549,347.3548,0.4683479,249.935,285.4263,357.212,252.2557,249.3389,347.0062,240.0762,42.35985,354.7538,243.6229,339.0895,350.7716,251.8559,278.1391,345.3958,252.4108,246.3319,
68,-0.02021044,0.008999825,0.01303446,-0.04331572,0.01779652,0.01736346,-0.07084976,0.01353455,0.03473902,-0.09967214,0.01388121,0.05301267,-0.05197111,0.0717473,0.04659349,-0.06739302,0.1038895,0.06060228,-0.08228895,0.1141934,0.0771673,-0.03116706,0.07291102,0.05525565,-0.03864968,0.1092296,0.07771668,-0.0515285,0.1172156,0.101051,-0.01466358,0.06352949,0.06424388,-0.01689871,0.09423351,0.0888063,-0.02664424,0.1045694,0.1115756,0.004987612,0.01877737,0.03790417,0.0001648068,0.04924369,0.07216975,0.0009101182,0.06635618,0.09803841,-0.00367792,0.07045102,0.1176081,0,0,0,355.791,237.3054,50.56968,64.70856,242.9775,55.11891,75.63513,62.99284,211.544,87.18958,20.44217,168.0532,76.30051,60.09533,206.8646,6.192197,231.8867,57.57103,3.953065,229.8685,24.88496,1.256094,231.87,11.464,352.0703,239.2371,57.75968,350.8954,238.3523,16.89941,344.4832,236.6603,0.4457286,342.2854,241.3692,54.92778,339.291,237.7511,24.31368,338.676,233.8211,4.575716,327.9943,228.6071,51.19204,327.377,246.6099,40.9107,319.8202,246.8997,15.14522,320.9669,239.8004,5.830767,
69,-0.01231666,0.01639628,0.01545364,-0.02331628,0.0375874,0.02319476,-0.04906939,0.04777193,0.04083708,-0.07280868,0.06147265,0.06117198,-0.004942298,0.06595564,0.07513335,-0.003826484,0.07922006,0.1110501,-0.01723374,0.08182669,0.131444,0.006077006,0.0481627,0.08357033,-0.002583548,0.06012487,0.1243308,-0.02718671,0.05783892,0.1371212,0.00727579,0.02747655,0.08700785,-0.004585281,0.03651714,0.1234585,-0.03033665,0.03573155,0.1309747,0.0009798259,-0.004845858,0.04230538,0.004585311,0.005578041,0.08707055,-0.005726382,0.01358032,0.1152171,-0.02548422,0.01538467,0.1204287,0,0,0,302.2267,213.3728,66.48528,9.771411,230.878,58.95054,48.45262,236.0146,27.88164,36.20217,239.2958,29.83422,48.30578,237.8103,35.59185,297.8241,227.3998,47.89443,295.3372,223.6428,14.36832,293.3364,229.8402,347.4775,294.8386,219.6759,41.06079,293.439,218.4291,348.0806,285.9838,227.8604,306.3187,290.0237,211.6482,42.09721,285.962,202.1464,353.8912,282.3676,193.7195,319.079,286.0823,148.2062,125.3135,286.3668,184.5179,66.24738,278.9904,160.85,34.25531,281.816,135.3093,23.56547,
70,-0.01771995,0.01310337,0.01317799,-0.03207862,0.03236592,0.02044195,-0.06036445,0.03959811,0.0354687,-0.08463515,0.03971684,0.05946231,-0.03324248,0.05077899,0.07959926,-0.06728189,0.04886472,0.09705937,-0.08885279,0.03970015,0.08976781,-0.02425429,0.03184736,0.0879662,-0.04415642,0.0388962,0.1258309,-0.06940766,0.03716433,0.1373856,-0.02275459,0.0108968,0.0879873,-0.03079689,0.01476252,0.1263466,-0.05045189,0.01524341,0.1446139,-0.01219656,-0.0126164,0.03881061,-0.02377193,-0.0106591,0.08339494,-0.02616201,-0.01359713,0.1141885,-0.03844121,-0.01650059,0.1303619,0,0,0,294.3862,208.2302,50.84979,3.403963,210.9165,50.24746,39.98995,218.8972,16.70742,29.70378,224.7849,0.2295742,37.72513,216.2744,341.1612,299.4101,212.2473,354.1593,296.6504,214.6432,303.6518,298.3836,220.6971,280.0656,290.2278,215.7085,28.0511,288.7768,215.1595,348.849,282.4988,222.2959,325.8589,281.4022,228.8818,29.76694,277.3527,214.92,8.04965,276.5921,184.5329,17.08479,278.3482,92.25806,163.0188,276.8654,317.7545,307.6078,280.8202,4.366701,228.9365,278.045,34.64123,185.7125,
71,-0.02120423,0.009464264,0.01096189,-0.04512991,0.0166235,0.0134688,-0.06674607,0.02233636,0.03751668,-0.08267189,0.03477919,0.06501797,-0.05952388,0.0743531,0.03079113,-0.07748519,0.07254398,0.06457457,-0.08398364,0.0558449,0.08134893,-0.03907661,0.07936919,0.03891191,-0.06097542,0.07952249,0.07632765,-0.06529444,0.05333459,0.08467451,-0.02187468,0.07376564,0.04958245,-0.04255436,0.06605279,0.08220026,-0.04415499,0.03995121,0.07616869,0.002507806,0.0266844,0.0331035,-0.005839378,0.06300199,0.06025013,-0.02548468,0.05704725,0.08351359,-0.03000575,0.03808105,0.07713875,0,0,0,7.17038,237.1725,57.63281,73.35091,270.3092,84.56504,62.12602,28.53338,158.1528,64.97881,2.907669,120.4585,63.90361,29.47821,140.3408,9.629229,241.5424,357.2537,6.784015,242.4834,316.754,7.5765,245.8292,307.7129,2.263324,239.6683,0.2029641,0.8606362,240.242,289.7235,359.0755,248.2227,255.7657,355.3161,238.5628,348.6681,350.6178,241.1436,260.3252,349.5555,245.3572,209.0943,340.4253,225.8676,56.72483,345.0109,232.8214,348.5394,339.7617,241.8707,260.2034,335.3653,244.7555,212.08,
72,-0.001535773,0.01903868,0.01716173,0.004777953,0.03974104,0.02987111,-0.00624609,0.06724823,0.04401392,-0.01445158,0.09494996,0.0621815,0.00934273,0.03910828,0.09166703,0.008454353,0.05502987,0.126494,0.0002197921,0.0703088,0.1438492,-0.002289608,0.01998532,0.09453002,-0.01014313,0.02766562,0.1364687,-0.02112322,0.03819215,0.159766,-0.01841034,0.007560134,0.08934304,-0.03208788,0.01060712,0.1261493,-0.04445709,0.01687539,0.1491266,-0.02344437,-0.004190564,0.03531277,-0.03568454,-0.002225637,0.0797188,-0.05423562,0.001256704,0.1043423,-0.06873465,0.005927324,0.1180811,0,0,0,314.1659,99.63203,165.3661,326.2311,193.7008,97.15058,353.0674,221.3146,57.55299,341.1419,217.3575,59.06171,352.4028,222.7635,69.05806,315.1307,115.5993,144.0912,317.0587,112.3639,121.7521,315.4879,108.1963,113.9323,313.5927,90.29195,165.1125,314.7504,89.11435,147.4935,319.4513,85.09692,144.6487,317.6004,73.67772,173.9862,321.647,72.66197,162.6724,324.0107,76.00304,149.1327,335.7963,75.68526,177.3242,326.3666,57.31536,172.2525,330.7503,50.98219,164.8727,332.4977,57.06403,156.943,
73,-0.002297506,0.01958323,0.01644912,0.00368844,0.04039121,0.0291445,-0.008481026,0.0670464,0.04396346,-0.02139382,0.0913558,0.06413993,0.002593741,0.04140937,0.09109405,-0.002877951,0.05665648,0.1258041,-0.01606654,0.07375479,0.1374733,-0.01003267,0.02284634,0.09337005,-0.02307777,0.0332768,0.1333769,-0.03917629,0.04870009,0.150023,-0.02611673,0.01090944,0.08704695,-0.04517757,0.02105057,0.1199848,-0.06161489,0.03473651,0.1361944,-0.026707,-0.002229571,0.03310522,-0.0428363,0.001522422,0.07613257,-0.06336866,0.01288152,0.09642974,-0.0783282,0.02387059,0.1051615,0,0,0,316.6613,95.64094,163.5813,327.3877,186.7877,100.1983,350.7767,217.5616,55.32595,338.998,214.4523,49.7266,350.6986,217.5788,54.53911,315.887,105.9192,146.3295,317.8893,102.862,110.1136,315.7172,99.40018,97.01939,315.714,85.93134,160.3615,316.8185,84.64309,130.5177,320.6884,78.76446,125.4309,319.3574,73.16576,160.1625,323.2796,70.84595,140.4905,326.527,72.69485,126.4662,337.5551,71.38079,174.951,327.7163,59.06272,154.3375,330.4655,51.33743,141.9963,334.138,56.15537,134.5317,
74,-0.01587464,0.0146625,0.01386943,-0.02937303,0.03469467,0.02068725,-0.05627373,0.04327846,0.03744635,-0.07954278,0.04922748,0.0616937,-0.02238218,0.06034613,0.07666144,-0.05388846,0.06040883,0.09844562,-0.07599339,0.05024552,0.09519914,-0.01196973,0.04259777,0.08592281,-0.02785058,0.05467963,0.1244111,-0.05275711,0.05321574,0.1367259,-0.01012637,0.02181232,0.0883173,-0.01466937,0.03156316,0.1262033,-0.03648327,0.03330028,0.1417397,-0.006307557,-0.007663369,0.04142073,-0.01142296,-0.0001472235,0.08661941,-0.01073967,0.002168536,0.1175509,-0.02472307,0.002333045,0.1325584,0,0,0,300.8552,210.5584,57.5542,9.512834,219.6214,54.02292,46.21915,228.3389,22.19872,35.07058,233.3187,12.29736,45.16203,226.4991,2.589285,305.9398,214.5318,0.1594483,303.071,215.958,310.6405,304.4296,221.3391,287.5652,297.3545,213.4596,37.33716,295.9421,212.5278,353.0917,289.1911,216.2222,329.943,288.671,214.0293,50.65889,285.3689,201.8096,14.13617,283.9886,187.6231,0.14371,281.2407,139.7606,123.2723,276.0382,226.2259,45.19896,272.3963,58.07316,168.9406,276.7237,109.2564,98.46889,
75,-0.01066579,0.01476204,0.01810178,-0.0172214,0.03551733,0.03060058,-0.0405357,0.04746783,0.05039522,-0.06131911,0.05176604,0.07712254,-0.003602043,0.04223835,0.09067819,-0.02644375,0.04466724,0.1213304,-0.05089106,0.04451978,0.1235141,0.0004187077,0.02036142,0.09447649,-0.0171121,0.02433407,0.1339279,-0.04476759,0.02634442,0.1362228,-0.004504487,0.0001723766,0.09142181,-0.01879437,0.001609921,0.1280932,-0.04449716,0.006694198,0.1339037,-0.009288162,-0.01578021,0.03845653,-0.01269139,-0.019045,0.08431873,-0.02450794,-0.01873505,0.1130042,-0.04327974,-0.01355684,0.1194537,0,0,0,281.3197,169.5593,101.9767,345.9409,220.7126,58.4817,22.42809,229.6134,23.18648,11.54413,233.6169,7.385331,20.82387,227.5591,354.8448,276.9084,201.6797,31.81399,274.1383,189.8648,355.2271,274.2018,235.7673,288.7288,275.3112,147.8684,98.13827,275.1627,131.4444,53.41093,275.785,39.49952,114.5655,277.744,84.29183,164.2823,282.41,73.99979,118.1711,286.1742,68.79271,88.42224,296.4438,77.54361,189.1566,287.1238,69.46978,178.0557,294.0948,54.64747,141.8058,298.4622,62.14198,109.1834,
76,-0.01353914,0.01755536,0.01295599,-0.02309765,0.0399127,0.01918143,-0.04578823,0.06240475,0.02676067,-0.06549804,0.08853221,0.0364382,-0.01536915,0.06320465,0.0760825,-0.01409367,0.08261418,0.1090802,-0.02077226,0.09405947,0.1297409,-0.009609684,0.04362297,0.08570454,-0.01135641,0.05877781,0.1262853,-0.01997478,0.06772494,0.1511812,-0.01229627,0.02289379,0.08776644,-0.01260689,0.03216541,0.1260417,-0.01816444,0.03876424,0.1514546,-0.01098533,-0.006441355,0.04064503,-0.01796672,0.001694083,0.08548543,-0.01992758,0.003088236,0.1164176,-0.02714121,0.003579855,0.1356142,0,0,0,296.2818,185.4688,80.94813,1.504377,216.025,63.00847,30.51202,232.1178,52.66305,18.18631,229.1621,53.68825,29.66424,233.8497,63.89021,300.6727,189.909,83.37093,299.6412,184.2177,70.53292,296.2409,182.6323,67.75663,290.6547,185.7433,82.31312,290.0157,182.1147,69.96702,288.7907,166.9881,82.63944,283.7889,170.2814,98.99142,284.6404,153.8453,103.3866,288.1385,152.6044,95.99413,290.911,109.1235,150.3797,277.9981,105.044,161.1582,282.9638,75.38223,173.8676,284.7913,97.75557,146.9025,
77,-0.006670251,0.01726604,0.01779747,-0.007043675,0.03888822,0.03053758,-0.02132578,0.06447721,0.04535043,-0.03244454,0.09094238,0.0638099,0.003046095,0.04009509,0.09166625,-0.00160338,0.05135345,0.1279819,-0.01166327,0.06032467,0.1484948,-0.0006723404,0.01808,0.09493807,-0.01178999,0.02566051,0.1361503,-0.02476197,0.0326581,0.159749,-0.01168852,0.0006865263,0.09078094,-0.02294457,0.003328443,0.128429,-0.03506146,0.007810712,0.1519521,-0.0170828,-0.01222801,0.03705192,-0.02512364,-0.01466823,0.08238372,-0.03611465,-0.01456738,0.1113971,-0.04732174,-0.01294243,0.1285011,0,0,0,293.7017,112.4313,156.4124,333.5021,210.566,74.28121,2.438429,229.0807,51.26113,350.1538,226.631,51.90951,1.68057,230.1067,56.56097,293.4531,127.8418,132.3958,294.9592,121.4035,119.983,293.4363,113.8388,120.4003,292.8624,99.81275,153.2526,293.8339,97.23376,141.5089,298.2203,89.96737,143.7881,297.1325,80.89344,171.5414,301.1516,79.02117,161.1642,303.623,83.80305,145.7295,315.5539,76.95771,184.2558,305.9215,69.50904,179.6826,311.1596,61.98144,173.0872,312.35,70.23914,160.3685,
78,-0.008527547,0.0185008,0.01563179,-0.01024452,0.04101133,0.0266003,-0.02659898,0.06602955,0.04019517,-0.04213689,0.08981371,0.05910674,-0.00679867,0.04684901,0.08819595,-0.01796159,0.06643152,0.1191656,-0.03213428,0.07967997,0.1342014,-0.01087548,0.02511501,0.09269056,-0.02614471,0.03674221,0.1315643,-0.04186238,0.04616189,0.1525014,-0.02140132,0.007384777,0.08868888,-0.03679533,0.01110029,0.1247482,-0.0515243,0.01621032,0.1465929,-0.02099098,-0.0095433,0.03581196,-0.0338726,-0.008646011,0.08007076,-0.04908991,-0.009406567,0.1070974,-0.0626186,-0.008606315,0.1224962,0,0,0,295.2899,115.0331,146.7576,337.4033,203.5496,76.27311,4.249127,224.7497,49.81948,352.1654,222.9093,44.70592,3.738148,224.6113,44.3884,302.4645,139.4063,107.7463,302.7009,133.7884,92.44437,299.8549,130.0313,88.98302,294.2358,106.7577,139.2043,294.935,103.8075,126.5793,298.4016,94.58664,130.8369,296.1776,77.99771,167.6509,300.1335,75.52969,157.7111,302.6638,80.27365,143.7263,314.3522,74.90923,178.4087,304.89,58.60311,182.4564,310.3071,51.33669,176.5428,311.0786,59.89536,165.7436,
79,-0.01476641,0.01358616,0.01602262,-0.03508508,0.02527976,0.0249885,-0.0510672,0.03363752,0.05242786,-0.06159809,0.04760337,0.08173367,-0.03292358,0.08501506,0.04132894,-0.04446231,0.09732342,0.07571736,-0.04933769,0.08694792,0.09742078,-0.01042059,0.08613467,0.04257706,-0.01458503,0.1199529,0.06938204,-0.02156062,0.1223633,0.09620866,0.007937983,0.07751155,0.04803351,0.01208772,0.1123331,0.06595823,0.005557939,0.1194403,0.09100017,0.01727189,0.02630758,0.02870157,0.02428488,0.0640521,0.05423096,0.03598844,0.09063458,0.06513885,0.03614722,0.1000531,0.0833613,0,0,0,358.3562,255.2957,64.5509,62.18317,290.1027,86.72096,66.19141,23.16097,140.9115,65.19551,354.2091,102.7295,68.039,19.81454,109.0731,9.216723,254.6076,18.99809,6.235191,254.4184,334.8349,6.045113,257.7751,320.6795,355.6083,255.6749,51.47673,354.3328,254.93,4.994797,347.5479,254.6882,346.4362,346.0129,254.9079,65.66948,343.3242,250.6666,16.04809,341.7354,247.0177,350.1319,333.4387,239.9117,66.2441,332.0498,255.1779,75.91392,325.1937,249.4424,33.99932,327.6938,243.5197,16.50849,
80,-0.009284377,0.0194062,0.01401976,-0.01296324,0.04290462,0.02203634,-0.03189707,0.06683576,0.03416112,-0.0502975,0.08853054,0.05301687,-0.003539264,0.05824327,0.08133128,-0.02401784,0.07784486,0.1070919,-0.04470059,0.08760142,0.1160078,-0.003944874,0.03708398,0.0891616,-0.01306689,0.05204046,0.1288178,-0.02890313,0.06266379,0.1490784,-0.0122118,0.01777637,0.08895585,-0.01332599,0.02390039,0.1278443,-0.02330369,0.03137362,0.1516108,-0.01528805,-0.006656528,0.03919378,-0.02314943,-0.0007963181,0.08424309,-0.02361661,-0.003075957,0.1151813,-0.03195554,-0.001963019,0.1338899,0,0,0,294.7071,146.378,120.0073,348.2024,211.5366,73.02444,16.69791,231.2545,49.54296,4.824576,229.6857,39.63785,16.56217,230.445,40.48591,302.4189,161.8183,72.65721,300.8679,156.873,50.78335,297.4529,157.9969,43.86725,292.3922,140.1844,115.0933,292.5403,136.4637,95.10444,293.5959,122.173,101.2347,290.1917,113.7013,153.2238,293.9563,107.9586,136.7018,297.39,110.5656,119.4199,305.5934,90.41029,167.3907,293.4136,79.33842,190.6561,300.0105,71.37376,173.7728,301.4828,81.96066,153.3812,
81,-0.01077545,0.01823878,0.01451182,-0.01587957,0.04111254,0.02349573,-0.03500946,0.06411326,0.03703129,-0.05397598,0.08376563,0.05749679,-0.009796679,0.05378938,0.08384699,-0.03216091,0.06982255,0.1104924,-0.05388193,0.0775646,0.1189018,-0.009575725,0.03225911,0.0905993,-0.02156647,0.04404724,0.1305591,-0.03790097,0.052441,0.1514603,-0.01693033,0.01264513,0.08906031,-0.02102762,0.01672018,0.1280175,-0.03185068,0.02211213,0.1519765,-0.01668173,-0.009316802,0.03806716,-0.026785,-0.006121159,0.08293688,-0.02933548,-0.009422779,0.1136807,-0.03798969,-0.009847522,0.132274,0,0,0,290.8799,144.9608,118.7273,347.0323,209.7465,69.25944,14.17986,229.6404,46.2602,2.313251,228.8073,35.19045,13.84588,228.4644,32.55176,296.2352,160.7297,71.2419,294.6484,154.7467,49.1406,291.2662,156.476,40.82593,287.6639,135.8307,116.3498,287.8546,131.2057,100.2783,289.4819,114.8586,111.0648,286.6207,104.3916,158.7927,290.5248,98.90778,145.0381,293.637,103.5428,128.9049,303.1823,83.40446,172.7298,291.7818,69.72308,196.6649,298.5284,62.85713,182.4848,299.0126,74.51205,165.512,
82,-0.0201972,0.009959579,0.01233828,-0.04408173,0.01584125,0.01732948,-0.06290008,0.02568793,0.04237163,-0.07458426,0.04368246,0.06891307,-0.06130822,0.07473075,0.02600375,-0.0756505,0.08113277,0.06093958,-0.07974932,0.07121813,0.08301589,-0.04047784,0.0825907,0.02967981,-0.05865742,0.09374821,0.06742278,-0.06540981,0.08161962,0.09153578,-0.02144651,0.08033264,0.03827503,-0.03770919,0.09546769,0.07079449,-0.04859254,0.08954918,0.09460142,0.004709512,0.03270125,0.0268819,-0.003066063,0.07294548,0.04798955,-0.01726276,0.08717716,0.07162204,-0.02736308,0.08583391,0.08942565,0,0,0,16.41245,247.6412,65.20186,73.07525,319.4211,126.3994,49.53088,31.45635,152.4818,52.0033,13.64916,121.0779,51.96158,31.8244,127.5683,20.31284,251.2779,10.26586,17.32176,251.5662,334.9679,17.0161,255.1253,326.6579,13.91256,248.0641,15.37524,12.45317,248.2158,333.4858,7.020704,251.1407,322.1306,6.587195,246.186,22.75865,2.140706,244.9482,347.2509,359.697,242.2464,330.5393,351.0706,233.4571,62.08094,359.8534,238.93,27.30421,352.3203,240.9399,356.2114,351.5523,235.336,345.5356,
83,-0.0141716,0.01337433,0.01672271,-0.0242248,0.03319836,0.02838126,-0.04508199,0.05284452,0.0444186,-0.06362478,0.07296228,0.06481978,-0.01856796,0.0404377,0.08966395,-0.03211026,0.04849339,0.1245769,-0.04878657,0.05176282,0.1422877,-0.01283611,0.0190239,0.09388241,-0.03133188,0.02259398,0.1329295,-0.05090348,0.02400422,0.1526551,-0.01529779,-0.001513481,0.09023282,-0.03121987,-0.002771616,0.1262323,-0.04948466,-0.002712011,0.1458955,-0.01213668,-0.01714861,0.03705153,-0.02060191,-0.02135646,0.082176,-0.03214736,-0.02446878,0.1108047,-0.04724908,-0.02531838,0.1246613,0,0,0,280.9791,192.4487,71.69817,349.1494,214.9374,53.53415,16.15912,230.0528,38.53033,3.794295,230.506,36.21134,15.61709,230.5859,37.86264,286.0031,200.2028,49.71683,283.5974,192.9673,34.51233,280.6071,201.0244,18.28804,276.5558,198.6821,46.15985,275.3058,192.1013,33.2359,273.0201,114.0356,105.693,273.186,31.10208,215.0805,277.2211,48.11597,178.9874,279.3978,68.15835,145.5729,291.0872,65.61747,194.7037,283.0047,42.15245,206.4736,290.3669,36.12666,186.8349,290.829,52.05364,161.3542,
84,-0.01938234,0.006664276,0.01546821,-0.03885241,0.01975465,0.02438632,-0.06736651,0.02680564,0.03906378,-0.0939983,0.03533149,0.0586299,-0.03879975,0.04149866,0.08241364,-0.06406526,0.03617811,0.1107075,-0.083637,0.02401638,0.1191636,-0.02221619,0.02807951,0.08976933,-0.04113704,0.02737045,0.1287696,-0.0581838,0.02182102,0.1500474,-0.01285698,0.009279966,0.09014902,-0.02150387,0.009989262,0.128565,-0.03154853,0.007863522,0.1533608,-0.0010048,-0.01281047,0.04060879,-0.006202504,-0.01141858,0.0863978,-0.008021429,-0.01300323,0.1173294,-0.01203553,-0.01692271,0.1370604,0,0,0,312.506,238.4379,25.75269,18.69061,216.5431,33.40768,49.82337,222.3298,19.44137,38.28813,228.0558,18.55869,49.29676,222.6111,14.28777,318.3228,235.4097,349.2817,315.6385,237.2738,316.1297,316.5817,241.8068,302.5494,309.8428,245.2431,358.5372,308.5371,246.1062,341.3286,303.7422,249.1656,337.6156,303.0511,255.7285,1.892549,298.9622,256.2024,350.5848,297.6085,249.4382,350.6187,284.5869,256.8703,6.875025,295.4503,272.8035,353.1742,291.795,287.631,329.0282,289.5461,272.932,342.6302,
85,-0.01213907,0.01847029,0.01307067,-0.02117133,0.04121637,0.01863974,-0.04249974,0.06369877,0.02949527,-0.06197807,0.08485866,0.04786983,-0.007112905,0.06888676,0.07227448,-0.01996124,0.08813,0.1028001,-0.03841642,0.09511375,0.1173979,-3.063679E-05,0.05012989,0.08262905,-0.01075231,0.06735992,0.1209395,-0.02677487,0.07585001,0.1420423,-0.002207294,0.02961636,0.08658102,-0.005896673,0.04027939,0.1243136,-0.01638977,0.04738951,0.1479692,-0.006070927,-0.003291845,0.04202971,-0.007850036,0.008286953,0.08662066,-0.008613616,0.01019287,0.1175782,-0.01592118,0.01108718,0.1367247,0,0,0,300.7403,191.7776,81.45333,5.208905,222.9244,65.50579,31.92243,242.7953,53.77333,20.26141,240.2899,41.36852,31.25618,240.93,31.6391,306.8795,196.4199,56.83709,304.6619,192.9246,30.01848,301.8333,196.2432,14.0932,295.995,191.7179,65.06291,294.9924,189.3674,46.23997,291.4868,178.7075,51.30134,285.7888,180.3222,84.31473,285.5248,164.5763,81.80852,288.6758,159.0684,76.8718,292.6031,126.257,139.2092,277.427,116.7629,151.6228,281.9088,81.05083,167.8042,284.2522,103.9146,142.1088,
